1488130204.53107,42.3602998801973,-71.0955177459621,6.01901054382324,257.066032150246,-1.0,-1.0,0.42
1488130194.37211,42.3601075637712,-71.0950386153906,6.01901054382324,65.0,-1.0,-1.0,0.42
1488130204.53107,42.3602998801973,-71.0955177459621,6.01901054382324,257.066032150246,-1.0,-1.0,0.42
1488130194.37211,42.3601075637712,-71.0950386153906,6.01901054382324,65.0,-1.0,-1.0,0.42
1488130204.53107,42.3602998801973,-71.0955177459621,6.01901054382324,257.066032150246,-1.0,-1.0,0.42
1488130237.76505,42.360208643168,-71.0967358724216,6.01901054382324,1414.0,-1.0,-1.0,0.42
1488130237.77034,42.3600610627357,-71.0969030570809,6.01901054382324,1414.0,-1.0,-1.0,0.42
1488130354.50759,42.3599244773241,-71.0971457272519,6.01901054382324,1414.0,-1.0,-1.0,0.42
1488130194.37211,42.3601075637712,-71.0950386153906,6.01901054382324,65.0,-1.0,-1.0,0.42
1488130357.76339,42.3599244773241,-71.0971457272519,6.01901054382324,1414.0,-1.0,-1.0,0.42
1488130357.7637,42.3599244773241,-71.0971457272519,6.01901054382324,1414.0,-1.0,-1.0,0.42
1488130357.78278,42.3599189445714,-71.0971110095741,6.01901054382324,1414.0,-1.0,-1.0,0.42
1488130358.12988,42.3609924474301,-71.0933049339799,8.44248580932617,65.0,-1.0,-1.0,0.42
1488130358.16333,42.3609924474301,-71.0933049339799,8.44248580932617,65.0,-1.0,-1.0,0.42
1488130557.59193,42.363902545366,-71.0912246676705,8.44248580932617,1414.0,-1.0,-1.0,0.41
1488130557.60577,42.364567838286,-71.0907490869589,8.44248580932617,1414.0,-1.0,-1.0,0.41
1488130557.62477,42.3649004961613,-71.0905112884429,8.44248580932617,1414.0,-1.0,-1.0,0.41
